  X101_PU	X102_PU	X103_PU	X104_PU	X105_PU	X106_PU	X107_PU1	X107_PU2	X108_PU	X109_PU	X110_PU	X111_PU	X112_PU	X113_PU	X114_PU	X115_PU	X116_PU	X117_PU	X118_PU	X119_PU	X120_PU	X121_PU	X122_PU	X123_PU	X124_PU	X125_PU	X126_PU	X127_PU	X128_PU	X129_PU	X130_PU	X131_PU	X132_PU	X133_PU	X134_PU	X135_PU	X136_PU	X137_PU	X138_PU	X139_PU	X140_PU	X141_PU	X142_PU	X143_PU	X144_PU	X145_PU	X146_PU	X147_PU	X148_PU	X149_PU	X150_PU	X151_PU	X152_PU	X153_PU	X154_PU	X155_PU	X156_PU	X157_PU	X158_PU	X159_PU	X160_PU	X161_PU	X162_PU	X163_PU	X164_PU	X165_PU	X166_PU	X167_PU	X168_PU	X169_PU	X170_PU	X171_PU	X172_PU	X173_PU	X174_PU	X175_PU	X176_PU	X177_PU	X178_PU	X179_PU	X180_PU	X181_PU	X182_PU	X183_PU	X184_PU	X450_PU	X451_PU	X452_PU	X453_PU	X454_PU	X455_PU	X456_PU	X457_PU	X458_PU	X459_PU	X460_PU	X461_PU	X462_PU	X463_PU	X464_PU	X465_PU	X466_PU	X467_PU	X468_PU	X469_PU	X470_PU	X471_PU	X472_PU	X473_PU	X474_PU	X475_PU	X476_PU	X477_PU	X478_PU	X479_PU
SV_45	1276	56	0	0	883	17	410	14	0	42	136	48	0	0	3348	29	77	0	57	0	0	168	0	0	53	28	79	0	0	0	43	0	32	153	45	152	79	58	917	851	129	0	76	0	0	195	0	186	0	72	0	36	40	1247	96	2521	2321	0	20	0	8	11	20	143	0	134	14	62	7	10	0	0	0	0	38	92	42	0	0	0	29	0	681	110	0	0	44	0	0	426	0	8	22	4440	765	44	0	408	238	0	26	0	0	0	0	0	28	1879	0	40	0	56	26	0	15
SV_46	315	206	0	0	0	0	0	0	165	0	4	0	0	0	0	0	0	5	0	124	0	0	0	0	0	0	0	20	0	232	0	0	0	0	0	152	96	51	9	33491	6	334	0	103	39	0	0	55	0	47	0	0	280	0	0	0	0	0	0	0	40	0	351	0	0	0	316	0	0	8	0	0	10	51	0	15	242	0	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	0	0	0	52	14	0	0	0	0	0	0	0	0	227	0	0	0	0	0	113	0
SV_47	59	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	41	0	0	0	0	258	0	0	0	0	116	157	17	0	61	0	0	34	0	0	0	0	0	174	0	0	0	0	15	0	0	0	0	0	0	17	8	0	0	0	27	0	878	0	0	0	53	0	0	0	0	0	0	45	0	0	0	0	0	0	105	0	0	0	0	0	0	0	26	1552	0	25	27688	0	0	25	0	152	0	0	9	199	144	0	0	0	0	41	49	0	0	0	0	51	129	0	27	56
SV_48	340	61	27	40	862	0	110	10	19	0	319	53	10	2252	1862	26	189	39	28	39	0	30	71	0	16	6	56	10	29	8	29	197	7	58	27	70	27	79	193	3057	119	413	44	8	30	36	0	213	15	64	20	31	15	1313	36	1025	1306	101	0	27	11	0	6	107	41	326	10	26	9	0	0	17	0	5	31	0	24	9	16	0	8	6	783	9	11	0	141	0	4	1819	53	0	21	3860	817	28	0	259	76	0	16	4	184	9	878	0	35	1183	0	42	5	24	11	38	13
SV_49	0	35	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	28	0	0	0	0	0	32	0	17010	0	16	0	63	0	11	25	6	0	18	0	0	0	0	26	0	0	0	0	0	0	0	5	0	13	0	0	0	30	0	0	4	0	0	0	10	0	0	25	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	28	13	0	0	0	0	6	6	0	0	0	0	0	25	0	0	0
SV_50	325	9	14	0	612	0	57	13	0	0	97	0	29	0	51	0	0	20	15	90	0	0	0	21	0	0	1457	10	53	0	26	1798	0	0	12	0	16	66	2294	18	8	15	8	0	17	0	0	56	0	29	80	0	0	24	0	6	22	125	0	35	0	12	0	24	18	6	26	0	0	0	0	52	0	0	9	0	0	3	11	0	0	0	0	24	0	0	156	0	17	0	50	0	0	0	802	13	0	5545	0	10	10	0	187	0	0	0	0	34	5	13	0	0	12	559	0
SV_51	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	166	125	0	25072	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
SV_52	2806	0	0	0	0	0	30	0	0	0	104	0	0	0	320	0	0	0	0	0	0	0	0	0	0	6	230	0	0	0	14	0	0	0	0	0	0	108	0	2570	0	0	47	0	64	0	0	216	0	0	0	5	0	686	0	0	12274	0	0	0	0	0	0	0	0	903	0	166	0	0	0	0	0	13	0	15	0	0	0	8	0	0	149	7	0	0	0	0	0	292	0	0	0	0	0	58	0	56	0	0	0	9	66	0	82	0	0	2949	0	0	0	0	0	35	0
SV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19569	405	75	0	0	0	0	0	58	0	48	0	35	277	541	0	0	61	0	0	381	0	0	0	0	46	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	47	0	0	0	169	0	0	85	154	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_54	121	63	0	48	423	11	327	19	44	17	397	0	9	0	1840	0	494	47	59	68	0	0	0	0	26	0	857	26	0	32	0	297	0	0	0	94	100	632	0	9240	52	86	73	43	71	14	0	198	0	37	26	0	40	77	0	26	31	1098	0	62	14	0	33	0	28	196	124	0	0	8	0	0	0	32	16	0	59	0	0	0	39	0	0	27	0	0	53	0	0	0	329	0	0	422	931	31	0	384	23	0	0	0	140	0	352	0	13	93	0	487	0	0	21	32	0
SV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	19320	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
SV_56	9	0	0	0	0	0	37	0	0	0	0	0	0	0	27	0	7	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	9	0	0	21	0	0	0	0	0	0	6492	0	32	0	0	0	0	20	9	0	0	15	0	0	25	0	12	0	0	0	0	0	0	0	0	27	0	0	8	0	7	0	0	0	0	0	0	0	0	0	14	16	0	12	0	0	0	11	0	8	0	0	9791	24	0	8	25	6	5	4	0	0	5	16	0	0	0	0	0	84	0	0	0
SV_57	76	0	15	73	111	0	223	0	0	0	23	0	0	0	0	0	0	0	0	187	0	0	0	0	0	24	0	0	67	0	0	12	0	6	13	0	20	334	0	382	178	0	0	0	0	0	0	0	0	49	47	0	0	329	0	0	414	0	0	12	0	0	0	14	11	304	0	7	0	0	20	103	0	0	0	10	0	0	8	0	0	0	0	0	4	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0
SV_58	61	0	0	85	0	0	39	0	0	0	0	0	0	0	0	0	12	0	0	0	0	37	0	9	0	45	0	0	0	0	54	0	23	0	0	0	0	0	0	0	28	0	76	0	33	0	0	0	0	33	0	5	0	0	0	0	18635	0	38	0	0	0	0	0	0	0	0	19	0	0	14	0	31	0	0	56	0	0	0	0	0	0	54	41	0	0	0	0	0	0	0	0	0	0	39	24	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_59	0	0	10	0	0	0	0	0	8	0	15	28	0	12936	0	41	59	0	0	91	0	0	0	0	0	0	0	0	43	6	0	20	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	25	44	0	43	0	0	0	0	0	24	0	0	0	6	10	0	0	0	0	0	0	9	0	0	12	0	0	0	8	0	0	0	0	0	11	0	0	0	0	0	11	0	10	0	0	14	12	11	0	0	0	0	376	0	0	0	0	4372	0	0	0	0	0	0	0
SV_60	0	0	55	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	12	0	0	6769	55	0	0	0	60	82	0	0	57	0	26	0	0	0	0	0	8	62	0	0	0	0	0	0	0	0	39	41	0	0	38	0	0	0	0	0	28	0	0	0	12	15	0	0	0	0	0	0	39	0	0	0	0	0	75	24	0	0	18	0	7	13	15	0	0	18	9304	0	0	0	0	53	0	0	0	98	51	0	0	0	0	10	19	0	0	0	0	27	49	0	0	0
SV_61	855	0	63	0	2132	0	38	11	0	0	2032	44	0	0	1032	37	0	0	97	151	31	0	59	0	10	0	513	0	60	0	26	8	15	27	9	0	0	318	0	0	90	0	0	0	42	22	0	0	16	31	26	0	0	760	0	0	373	18	0	14	0	0	0	129	15	1066	0	19	0	0	10	46	0	35	6	0	0	27	0	0	0	0	443	20	0	10	16	0	0	177	43	0	14	0	975	17	0	192	11	20	0	0	52	0	0	0	15	0	0	6	0	24	0	10	0
SV_62	0	52	0	33	16	9	0	19	0	20	7	0	46	0	433	0	9	13	63	12	4	0	0	0	21	11	292	0	5	0	0	2810	0	0	0	0	13	4	909	0	24	0	173	0	0	13	0	18	0	12	48	235	0	21	0	11	0	6129	0	18	4	12	0	12	0	9	614	0	12	0	0	0	0	0	32	7	5	0	21	10	33	25	0	29	41	0	16	0	5	0	1266	0	0	0	279	15	0	60	22	4	7	0	0	0	4	0	10	12	0	0	10	0	2322	483	0
SV_63	396	0	14	73	404	0	0	0	6	0	477	0	0	0	718	0	0	0	0	59	0	8	55	0	0	0	100	4	16	3	11	52	7	26	33	164	9	108	203	90	217	3	55	0	9	53	0	0	9	44	22	0	0	4628	14	0	1099	0	13	27	0	0	0	0	17	429	0	0	0	0	9	12	0	18	9	13	0	0	32	0	0	10	194	11	11	0	45	0	0	0	0	4	0	0	117	24	0	180	25	0	0	0	15	0	26	0	37	1194	0	0	0	24	0	8	0
SV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_65	0	0	0	67	1677	0	0	0	0	0	74	0	0	0	3509	0	1971	0	63	0	0	0	0	92	30	0	0	0	23	0	0	30	0	0	52	253	0	0	0	0	34	0	19	0	0	0	0	0	0	28	0	0	29	0	116	0	53	58	22	35	0	0	0	0	0	0	0	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	29	0	0	151	0	0	1038	0	0	0	0	342	28	0	0	2840	0	0	0	55	0	0	11	21	0	0	63	0	27	98	0	0
SV_66	22	10	0	73	691	0	43	33	6	29	0	23	12	96	444	0	140	20	20	0	13	32	19	130	48	28	11	26	11	0	45	0	25	48	53	34	52	0	18	72	36	929	34	0	41	0	0	17	0	32	0	0	36	0	35	0	77	233	0	17	0	0	0	90	6	73	21	25	73	16	0	0	0	10	0	99	17	0	0	0	0	0	5975	116	0	155	37	0	0	36	21	0	0	813	1473	10	0	35	210	17	8	0	37	0	21	0	0	40	0	25	0	0	0	20	0
SV_67	213	30	0	0	127	0	0	53	5	42	37	0	43	0	8730	0	0	0	92	0	0	0	34	0	84	0	41	0	0	0	0	0	0	0	0	0	37	0	0	0	38	0	0	0	80	0	0	25	0	88	0	0	0	0	184	69	97	62	0	27	19	12	25	91	0	148	0	0	36	0	0	0	0	0	38	39	0	39	0	0	30	0	984	0	0	0	53	0	0	271	0	0	0	0	591	97	0	19	62	100	0	20	42	9	660	0	0	44	0	69	0	0	55	0	0
SV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	461	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	12423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_69	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	47	72	0	0	13599	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	61	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	103	0	0	0	0	0	12	12207	0	0	0	0	436	0	0	0	16	43	0	0	0	0	0	5	0	0	0	0	4	35	0	0	11
SV_71	12	5	0	0	0	0	0	11	0	3	0	0	0	0	2647	0	53	0	0	0	0	0	0	0	0	0	59	59	0	0	0	0	0	0	0	0	26	4361	0	50	0	0	0	2	37	0	0	18	0	28	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	19	32	0	0	0	0	404	8	4	0	0	0	0	4507	5	0	0	0	445	12	0	401	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
SV_72	0	0	0	17	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	48	0	0	0	0	0	0	0	0	0	145	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	42	0	0	0	9	0	0	0	0	0	0	0	0	0	0	51	13	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	9	10453	0	4	0	15	0	8	0	0	0	0	757	0
SV_73	60	28	37	59	210	4	227	11	7	0	369	8	0	0	432	14	0	15	23	20	0	131	387	0	8	0	0	10	14	0	0	42	0	0	28	159	13	77	49	207	0	15	79	0	0	7	7	164	15	0	30	0	11	471	16	1410	402	27	0	29	0	5	0	30	0	107	0	0	0	0	27	0	0	0	11	0	11	11	0	0	7	0	396	0	0	0	29	0	0	790	9	0	7	0	0	0	0	91	32	13	0	0	19	0	30	0	0	606	0	22	0	48	0	0	0
SV_74	19	0	0	36	5871	0	14	0	0	0	61	0	0	0	1586	0	1875	0	24	0	0	37	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	36	16	0	39	0	0	0	0	0	0	0	0	19	0	0	0	8	0	0	0	0	12	0	0	0	12	410	0	0	0	0	0	0	788	0	0	0	0	146	0	0	0	787	0	0	0	0	0	0	0	0	0	0	19	35	0	0	0	0
SV_75	0	0	13	0	0	0	0	0	0	0	0	0	0	7	0	0	0	28	0	217	0	0	0	0	0	0	0	0	52	0	0	0	0	0	12	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
SV_76	77	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	29	0	47	0	0	0	0	0	69	40	189	0	9037	235	61	0	34	53	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
SV_77	0	0	0	79	0	0	52	0	0	0	0	34	0	51	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	30	0	58	0	0	0	0	0	0	0	0	11657	0	0	0	0	66	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_78	135	22	0	13	100	6	107	0	13	8	64	4	0	0	379	10	41	24	21	29	3	0	269	0	11	0	149	24	17	30	4	19	0	24	232	41	19	97	30	4680	50	55	3	14	24	0	0	44	0	9	13	0	36	17	0	11	4	685	7	12	15	0	6	0	0	0	28	2	0	0	4	0	0	20	10	0	41	5	15	0	0	0	0	5	6	0	66	0	4	2427	0	0	0	92	97	0	0	148	33	18	0	0	19	0	0	10	0	21	0	15	10	18	0	0	0
SV_79	16	0	0	90	946	6	23	0	0	0	0	0	0	0	1141	0	3097	29	52	0	0	33	0	0	11	46	0	0	0	0	30	40	0	0	74	115	8	0	0	0	23	31	45	0	9	0	0	0	0	20	0	0	0	0	0	25	0	11	18	54	0	0	0	0	0	31	0	11	58	0	0	0	18	0	0	19	0	0	0	0	0	46	30	36	0	0	37	0	0	241	0	0	0	0	265	28	0	0	2962	27	0	0	0	0	10	9	39	0	0	664	58	26	236	0	8
SV_80	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	50	0	757	9743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_81	35	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	36	0	5	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
SV_82	18	29	8	20	378	0	16	0	10	0	184	16	0	1949	1119	12	621	10	9	0	0	14	0	44	16	0	0	0	16	0	24	34	22	0	38	0	0	13	47	0	10	130	19	0	27	20	0	0	0	37	27	21	19	17	18	0	29	15	15	174	0	0	0	157	11	68	0	0	6	0	0	0	15	7	11	19	0	0	10	0	0	11	1799	30	9	0	53	0	0	323	5	0	0	0	1264	48	0	362	151	25	0	0	48	2	0	12	0	56	0	0	0	24	18	0	0
SV_83	18	0	0	41	28	0	38	0	5	0	323	0	0	0	830	0	25	0	17	13	0	33	97	0	6	13	107	0	6	0	9	493	0	0	10	36	0	91	384	98	242	22	30	0	38	13	0	325	0	48	10	3	9	393	0	0	3279	11	11	11	0	0	0	11	0	179	0	0	0	0	0	10	6	19	0	0	4	0	0	8	0	0	124	29	0	0	57	0	0	120	16	0	0	0	243	32	0	35	11	0	0	0	0	0	0	0	16	1201	0	3	0	11	0	0	0
SV_84	0	33	34	39	0	9	0	19	67	26	115	0	0	0	432	0	0	209	71	0	0	27	12	0	20	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3988	0	0	0	0	0	0	0	0	0	0	0	0	8	0	33	0	0	0	11	0	0	33	0	0	15	0	35	0	0	0	0	0	0	2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
SV_85	13	9	0	8	2289	0	0	0	162	0	8	10	0	0	85	13	830	0	25	19	0	0	0	0	0	0	0	13	16	0	0	969	0	1145	0	0	0	64	332	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0	8	0	0	0	0	0	82	31	0	0	0	0	46	0	0	0	22	9	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	268	0	0	0	0	0
SV_86	18	0	0	19	22	0	17	0	0	0	0	0	0	0	18	0	5	0	0	0	0	8	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	35	0	23	0	0	0	0	23	0	0	0	0	0	0	7926	0	10	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	27	0	0	0	0	0	0	731	9	0	0	0	0	0	30	0	0	0	0	28	21	0	0	0	0	0	5	0	0	0	0	0	40	0	0	0	0	0	0	0
SV_87	414	22	15	0	625	0	331	0	40	0	290	0	0	507	821	8	21	7	14	27	0	26	126	0	0	0	47	26	13	7	0	31	0	0	37	26	0	61	183	877	96	22	50	0	0	0	0	0	0	18	0	0	0	130	0	0	84	210	0	92	0	0	0	0	0	0	0	8	0	0	0	0	8	16	0	8	16	14	0	0	8	0	52	19	13	12	0	0	0	2613	28	0	0	25	66	0	0	221	32	0	0	0	12	0	0	4	0	0	0	0	3	0	30	0	0
SV_88	0	0	0	0	73	0	8	0	0	14	0	0	0	0	22	0	14	0	12	0	0	0	0	0	0	0	43	0	22	0	0	0	0	0	0	12	0	491	0	0	98	0	433	0	32	0	0	35	0	22	28	0	0	0	0	6	30	1294	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0	0	9	0	23	0	10	0	14	0	0	27	0	0	73	0	0	0	0	0	0	0	2717	37	0	328	20	0	0	0	0	0	0	12	0	0	0	0	11	44	0	0	0
SV_89	73	0	6	6	1284	0	0	0	0	0	106	0	0	0	125	0	90	120	144	0	0	0	0	0	3	0	970	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	99	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	4	68	0	0	0	0	3	315	0	0	0	0	0	26	0	0	6	28	0	0	0	0	0	0	570	19	0	0	0	0	0	711	0	0	0	0	0	0	0	1989	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0
SV_90	0	0	0	44	812	0	0	0	0	0	0	0	0	0	23	0	33	0	0	0	0	0	0	211	34	0	0	0	0	0	0	0	0	0	66	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	49	175	23	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	3512	42	0	0	105	0	0	66	0	0	0	0	1119	0	0	40	510	0	14	0	0	0	0	0	0	23	0	259	0	0	84	0	0
SV_91	31	22	0	55	0	0	23	0	0	0	0	0	0	0	0	0	4802	37	0	17	0	69	0	64	0	27	0	0	0	0	23	0	22	0	0	0	0	0	0	1411	27	0	44	0	36	0	0	89	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	15	0	55	0	22	0	17	0	0	0	16	0	0	12	0	47	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	87	0	0	0	0	0	0	292	64	0	32	9	0
SV_92	0	18	0	25	0	0	0	0	0	0	0	0	5	0	9	0	25	21	7	8	0	0	0	0	0	0	0	0	0	47	0	38	0	19	8	28	0	39	0	17	0	3948	0	12	36	0	0	44	11	2210	40	0	18	24	0	0	0	0	0	16	11	0	0	0	8	0	14	0	0	0	0	11	0	22	0	0	24	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	30	22	0	176	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_93	10	0	0	20	909	0	12	0	0	0	108	0	0	0	516	0	1380	0	20	0	0	0	0	0	10	0	0	0	0	0	12	0	0	4	11	38	0	10	0	0	0	0	27	0	19	0	0	0	0	23	0	0	0	0	0	0	21	0	15	0	0	0	0	76	0	38	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	526	21	0	7	0	0	0	0	0	0	0	0	1518	33	0	0	659	17	0	0	0	0	12	12	0	58	0	24	24	28	24	0	0
SV_94	259	0	0	0	0	0	157	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	14	0	222	0	351	68	0	0	0	11	0	0	0	13	0	0	0	4	364	0	0	124	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	49	0	0	32	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	8	0
SV_95	0	16	0	273	48	0	0	0	34	0	271	0	0	1593	93	0	0	0	0	25	0	0	120	0	0	0	0	0	20	0	0	102	0	15	20	0	0	294	0	0	608	0	54	0	0	0	0	0	0	20	0	0	0	36	0	0	0	0	0	23	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
SV_96	0	0	28	36	14	0	99	0	0	0	18	3	0	220	7	0	61	44	0	14	0	18	10	0	0	19	16	18	39	0	14	84	11	22	17	0	0	55	16	0	2072	0	24	0	0	0	0	0	13	38	39	0	0	42	18	0	28	0	6	28	0	0	0	15	20	0	0	10	0	0	39	26	4	0	5	0	0	0	18	0	0	9	14	24	17	0	28	0	0	102	0	0	0	71	39	0	0	14	17	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	9
SV_97	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	20	0	45	0	0	0	0	44	0	26	0	0	0	0	0	0	0	77	0	0	0	30	0	0	0	0	69	0	0	0	0	0	0	6108	0	23	0	0	0	0	0	0	0	0	25	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	90	54	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_98	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
SV_99	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
SV_100	0	0	34	15	91	0	0	0	0	0	0	0	0	0	1767	0	0	0	33	0	0	0	2475	18	20	0	0	0	0	0	0	36	0	15	595	0	0	0	0	0	0	0	9	0	0	0	33	0	0	44	0	0	0	0	0	37	17	34	0	0	0	0	0	0	0	0	0	0	0	0	13	41	0	0	0	0	0	0	0	0	7	16	906	0	0	0	0	14	0	0	0	0	76	0	0	37	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
